Country,Year,Energy Type,Installed Capacity (MW),Production (GWh),Investments (USD),Renewable Energy Jobs,Electricity Prices,Investment/MW,Gross Revenue,ROI
Germany,2010,Hydro,29672.823953037005,9639.184225440784,3750765050.8987193,779664,0.1921528844148879,126404.04758357452,1852197052.3249335,-67.90179956159254
Japan,2020,Geothermal,19808.06389072076,41980.71093723143,5144289329.269496,207287,0.2895611439571256,259706.82231489458,12155982683.118149,53.59534113041066
USA,2006,Hydro,6092.4270339497625,68499.81374861787,4194602137.2664976,497075,0.2478672099177053,688494.4397187319,16978857713.752382,163.10618153480135
Brazil,2016,Wind,5312.371075403584,95393.82094972288,2904159197.088038,586828,0.0906852763129401,546678.527509942,8650815011.372753,93.61988705820352
Russia,2019,Geothermal,18993.465852488524,65058.464492381296,2670432764.7832594,102243,0.3272327705880054,140597.444696139,21289261586.043304,418.19391274025526
Japan,2011,Hydro,34002.38011715497,71530.70708132877,145821933.24138904,390981,0.2977334988113955,4288.580174063126,21297087691.77708,9393.158328068288
Japan,2006,Wind,48542.33480285274,27250.40303609887,340798056.9070444,675302,0.4420059990847824,7020.6358695176805,12044841619.433868,2197.2980314754204
Australia,2020,Hydro,14734.922985547792,49566.206218457526,7653254567.071821,680475,0.1770722049079848,519395.6272848005,8776797424.026142,-25.457617074931203
USA,2013,Hydro,6507.216108571527,45154.447803824056,3255676909.1061916,784783,0.325884011803647,500317.93239780416,14715112601.088562,193.789078515579
Germany,2012,Biomass,44348.41263625232,38461.93926921913,5327883970.236766,205486,0.1342483237327933,120136.9711681974,5163450874.405166,-37.00607807691785
Russia,2002,Hydro,12159.301860157222,97323.33436558027,3898664849.364211,801556,0.3829588032447919,320632.2940414114,37270827656.43535,521.393192611407
Japan,2016,Hydro,23899.358412531692,14821.735489195666,2620553135.9850025,7470,0.3585807579070096,109649.51823187474,5314789145.213003,31.82762436488229
USA,2009,Biomass,39565.16226916565,21619.71884221112,8970651640.673725,88213,0.0805143869915437,226731.07163432083,1740698409.5101554,-87.38715969025608
Japan,2008,Hydro,20357.637491920093,67131.95232741046,5523580040.459313,191970,0.3759827266883886,271327.16370706627,25240454483.9747,197.0228600728177
Germany,2023,Solar,11813.393153474592,32778.941974301415,3085532559.943782,258705,0.3632598245863623,261189.35684759257,11907272711.71128,150.83926720103545
China,2008,Biomass,34523.559291715814,59880.85347490819,5984944996.136183,636272,0.3514052142347898,173358.28399281864,21042444143.91217,128.5332396934812
Germany,2019,Geothermal,13448.824765422696,66246.21113466687,1457355508.2998168,596039,0.4341088121898109,108363.03793969555,28758064027.74566,1182.6480231883877
Australia,2015,Solar,42532.60311348131,60764.17075270138,3858092760.7970953,246136,0.3027745207712884,90709.06735953384,18397842679.7139,209.96138463356564
USA,2005,Hydro,20809.833490024444,69304.4480034759,3301176594.9319897,60567,0.2477123702169512,158635.41611298648,17167569081.518469,238.02856593974187
Canada,2013,Wind,1503.402410180367,11848.81809770655,1135456328.894349,924838,0.1153872267726491,755257.7548137131,1367202260.8279345,-21.73354034641638
China,2018,Wind,48051.48311330394,17128.437728993922,8520565111.498157,174973,0.3127758116554506,177321.5842559307,5357361013.075917,-59.13082509280816
India,2020,Solar,9335.161566491128,91155.05285409174,20498460.748220388,215848,0.4963351810578584,2195.833527059702,45243459662.67428,143365.64428400516
Canada,2018,Solar,1027.4729366103709,67974.77984004836,8102781607.227994,242154,0.1765855868615994,7886126.552353815,12003366389.842955,-3.7097563330835968
Japan,2011,Solar,21011.32879458199,82423.98563621278,2766913447.1529803,825486,0.2804667063811016,131686.74262364884,23117183778.191826,443.0661183596432
India,2003,Geothermal,33181.7659834879,29800.659195685595,6730836659.324609,775998,0.2424011928915944,202847.45129822343,7223715337.99005,-30.240247871879212
USA,2002,Hydro,33327.408628251214,7059.108927385455,7805136665.377434,429715,0.3269992938005014,234195.7261795962,2308323634.1158586,-80.77662920585449
Australia,2015,Hydro,9506.237147971,30718.681041539312,8396414497.184682,284055,0.1894176431198094,883253.2122320137,5818660162.637548,-54.95542642657107
Australia,2011,Wind,7540.054443481949,70539.82900315903,9734031095.267397,703993,0.3448884789025713,1290976.2347514674,24328374326.947,62.45523727784176
Canada,2002,Wind,3316.730466808105,19363.09484746887,3846614710.4854474,322191,0.1300762288523705,1159761.0203723556,2518678356.6695166,-57.43943558026439
Russia,2009,Solar,39720.19640607332,57269.55891527638,654446352.3194551,255569,0.409275465822333,16476.412795868968,23439025402.48928,2227.9779095141457
China,2022,Biomass,32468.09627148655,85075.04899048521,954334922.0582908,938418,0.3355415417933766,29393.00518510495,28546213106.414455,1844.2900066100747
Brazil,2020,Solar,11304.325019618344,34994.21560332242,4535036887.865643,550007,0.2711113403218386,401177.14945343585,9487328695.728138,35.9804518618943
Japan,2001,Hydro,23873.002931946983,79333.22009708425,8743213682.726812,793658,0.087525877468121,366238.5376339311,6943709701.368871,-48.37811965174188
Brazil,2011,Solar,9832.415344129451,57369.69832719241,8157508078.094437,373592,0.4136119043378622,829654.5449501341,23728790176.39872,89.07383807656724
Brazil,2006,Solar,12496.780610563612,52145.38235030437,6970925160.733121,963193,0.4914486037250749,557817.6794462209,25626775346.767246,138.9554268811986
USA,2019,Geothermal,12091.134909748596,49256.76346693659,3196415070.796402,463381,0.3078812501686415,264360.2188425886,15165233915.461504,208.3892994721101
Australia,2019,Hydro,1709.842381082295,58587.62154998159,4475583459.742988,574356,0.1193782808403541,2617541.540238367,6994089539.162084,1.5768835805917436
Russia,2007,Solar,37685.820502009185,3356.551170945893,7952589626.910438,340737,0.209827387453136,211023.39078663426,704296363.0523412,-94.2434771884253
Russia,2000,Biomass,38930.007549262205,85582.34297039441,6617220519.151029,839982,0.1889325321335737,169977.37569861932,16169288763.320566,58.8285846865925
China,2022,Wind,3655.737494702873,95373.1945665321,6158951743.8533,81811,0.1790974305149795,1684735.7756889162,17081094086.871103,80.26949419674933
Canada,2003,Geothermal,34392.997402141766,6652.717922225624,9954945407.58491,276684,0.3291045599318621,289446.86882583203,2189439804.144876,-85.70423227424384
Russia,2000,Wind,623.6710115415326,83003.67399400337,2273877015.2368746,683138,0.3082642355826938,3645955.917714557,25587064114.31657,631.4200180071402
Japan,2016,Solar,39267.78847412913,29690.34650735061,8599906624.428831,538597,0.1713163234082483,219006.6453600952,5086441004.356232,-61.55555173773607
Canada,2000,Wind,8560.005108458858,83527.4596996283,6280398636.261937,731453,0.225521361483923,733690.9916158519,18837226432.753685,94.95891726671638
India,2011,Wind,11103.89974561599,77578.49859517619,4986155791.409097,68390,0.2946312630058296,449045.46201236336,22857051023.192738,197.9666858920315
Brazil,2005,Solar,40078.672408153,44304.04760976029,5028950441.071712,375648,0.4781461301822986,125476.97163862888,21183808916.0192,173.8041656357641
Russia,2022,Solar,1351.6828331622496,54476.21224152315,5865403405.30345,302444,0.1347965663099621,4339334.09628455,7343206355.730043,-18.623088619808403
Russia,2008,Hydro,26794.058910589574,93036.27765671244,4910764708.764366,932998,0.100777843811104,183278.11867367092,9375995458.45467,24.102811057485816
Canada,2010,Solar,41437.241132127274,9645.200644585935,2045486080.666059,149280,0.3153736296482178,49363.47171723615,3041841935.968396,-3.33851317454896
Brazil,2015,Geothermal,11065.546807904091,44638.02316848488,3734797372.125628,675982,0.2352904172321455,337515.8441748104,10502899095.730984,82.79129312816445
Australia,2018,Hydro,8674.806429457532,47184.94930052499,2543032969.388339,748049,0.4830437183931368,293151.55214908515,22792393362.31723,482.57426717788786
France,2016,Biomass,7264.726438548458,48442.60488441502,2127113844.8711,667668,0.1822394919524969,292800.267548149,8828155702.991339,169.7693506523203
Japan,2004,Hydro,32027.013714567245,34898.43625326274,8021929483.220613,14965,0.2183129797843799,250473.85169014052,7618781608.265019,-38.26662206728761
Australia,2009,Geothermal,43504.78216212222,59459.815498635704,7616736226.932365,588695,0.4300405525186802,175078.13735391916,25570131909.69208,118.21138668988385
Japan,2008,Biomass,40798.720562144736,59319.400537411544,9458914396.532372,615251,0.3265565769996529,231843.4074942258,19371140389.168488,33.1150777469289
Russia,2004,Solar,1903.2673091351,34469.64316844854,9644452831.11219,18070,0.4798653586871548,5067313.86853637,16540787682.845797,11.478714055879854
Russia,2014,Biomass,19797.55317162707,54675.72219044514,4389725244.284713,935085,0.2201852693552174,221730.69602236815,12038788617.6942,78.26201336152909
Brazil,2002,Biomass,2772.4874757296425,84336.99641360887,1605821364.181214,726831,0.2295251116029494,579198.7802428597,19357458514.091118,683.5459357320726
Russia,2014,Hydro,24165.910230914164,88361.26433623982,1497175674.3441474,675651,0.0707467485489514,61954.03607967103,6251272149.463386,171.39947347402506
Brazil,2016,Solar,18338.70449959516,93966.48828219004,8373955401.995559,566172,0.1247768796931448,456627.42437342944,11724845203.574127,-8.98984988017703
Brazil,2015,Biomass,46617.65860894579,34358.50451412493,8359835166.462254,556002,0.343075751401974,179327.64999180002,11787569753.231524,-8.348428084582787
France,2012,Biomass,10463.95131114262,96972.0517206136,581901738.7422636,68510,0.0643857273650778,55610.13439756939,6243616084.115651,597.4288242284669
China,2016,Biomass,42865.94410632421,28742.82079111224,2969430078.1588073,410521,0.244814699799039,69272.47585620571,7036665043.35372,54.0306441906832
Russia,2004,Biomass,45287.46498486779,10588.956054165385,2139091448.0327044,515742,0.1190064236773517,47233.63183935011,1260153790.482864,-61.708043638471956
India,2002,Wind,45228.76875983155,57022.49350476348,7560891216.020381,526246,0.4796740102888111,167169.95450770127,27352208136.097584,135.14338165311207
Brazil,2005,Geothermal,47623.52312430988,53479.71158462648,2874864322.635411,102494,0.1641520352899171,60366.477195130254,8778803503.334192,98.48666360492052
China,2000,Wind,3137.0695839369596,41504.80312158002,4313350325.690623,221543,0.2279985090653479,1374961.6354628177,9463033230.771044,42.60310745838453
Canada,2021,Wind,46664.610437504416,32952.761922548925,5610702076.038933,563874,0.2913108727577446,120234.62798544233,9599497835.435902,11.21021056670412
India,2005,Biomass,15919.080280868346,20265.941031854258,4831647252.229194,219410,0.3816373005427267,303512.96475562715,7734239028.35494,4.048476761445482
Australia,2009,Hydro,47331.47180443438,84381.09712344977,7626697712.259584,4853,0.2557214783314604,161133.7535365857,21578058899.639114,83.90316246859581
USA,2002,Solar,30804.68527661056,73380.30809546237,7065652820.00999,358484,0.1826570367712724,229369.42080608796,13403429634.080168,23.303953422095702
France,2000,Biomass,3923.20789183859,36024.66890743596,8527998907.599108,417787,0.4580783692094214,2173731.0748532643,16502121584.427612,25.77838184664768
Russia,2006,Biomass,6681.932408248364,54787.304437520586,5781976941.882323,545200,0.3687622300151086,865315.0898002036,20203488560.896744,127.12417736324753
India,2006,Geothermal,37182.53154947392,39922.07968243589,5402001245.621474,518752,0.2132377579946651,145283.30967550553,8512894765.967001,2.4320681592505182
India,2007,Wind,13842.571384249874,21597.56008145479,4396366569.107219,719163,0.34797713170752,317597.5364020459,7515457009.025469,11.115553698211592
Canada,2010,Wind,8635.13104866627,78649.73225880807,3895008196.9629226,816469,0.3607961658738505,451065.32547233574,28376521845.982845,373.54814848068537
Australia,2018,Geothermal,42968.218148911285,85016.67859447548,9264851813.342138,53772,0.0584395715110095,215621.03835057188,4968338268.350361,-65.14331864674719
USA,2010,Wind,22511.019726800667,47705.16366964672,5445355960.955116,170214,0.2292053568893444,241897.34747875974,10934279064.365963,30.52005126568911
France,2001,Hydro,10689.60378810625,38446.96257871193,1611506060.2372422,764555,0.2440024813421625,150754.51739663904,9381154269.274977,278.3882931306531
Brazil,2009,Biomass,27822.983388248245,57512.66026688024,5664212576.526169,170352,0.382617927392423,203580.34569788785,22005374870.138275,152.5239558428108
Russia,2002,Wind,31940.20586955051,1791.623405047661,7152178090.976963,811488,0.2352622458783989,223923.9822118784,421501346.0398171,-96.16933650923033
Japan,2018,Geothermal,19901.350931595603,15564.316198998493,5423407610.552531,314200,0.2965756805984761,272514.5458312717,4615997669.767865,-44.67687659118369
USA,2020,Solar,946.309783778362,41907.02082782433,3888306322.36121,289602,0.2012489198988167,4108914.8490426065,8433742677.776861,40.985104723590965
Canada,2012,Solar,40389.849043829025,32548.59841061243,8046509496.762785,340186,0.2434113464492505,199221.083694349,7922698164.163106,-36.000152503668424
India,2023,Hydro,14505.44421521622,2882.8791584261216,1263539806.527628,935515,0.3978826343060209,87107.97048201902,1147047553.9405098,-40.99268529495048
Brazil,2003,Solar,10958.808307985952,53827.57780638452,2532755235.6710563,683046,0.4840022811334299,231115.9356465224,26052670446.17729,568.6092501760635
Australia,2010,Wind,46429.13174458362,32368.27464901539,1264753930.282131,848717,0.4789119322746427,27240.52513494776,15501552956.556292,696.6774548400823
India,2022,Biomass,10342.969743002302,88435.93962715774,7372904506.195021,640740,0.2599077335186836,712842.1226585598,22985184630.08971,102.63886500909909
Canada,2001,Wind,18803.897176533286,59686.84458976754,6781288344.54531,680134,0.2500109594160089,360632.06902706105,14922365280.402004,43.033844594786416
Russia,2019,Solar,11110.649443887964,94832.55061553574,7998293716.933083,961166,0.1384999026488308,719876.3454221835,13134299028.192019,6.738945460962732
Australia,2004,Hydro,19790.103620166818,23917.29535869236,346565924.847029,97001,0.1330011490357059,17512.082377065777,3181027764.5324397,496.616083320579
India,2010,Hydro,18576.279397690487,40472.47987251929,3158512158.6826606,761645,0.4734563358703476,170029.320245654,19161952024.029373,294.3397457369258
Japan,2023,Geothermal,3446.2393730524836,4696.02401355146,9638803146.379105,831442,0.0679637961058245,2796904.713511412,319159618.565067,-97.8477229079502
Australia,2016,Biomass,20646.276066360733,58832.12287170848,2998789180.0225415,850520,0.3420384439428875,145246.00806382275,20122847760.89593,336.1710763703648
Russia,2023,Biomass,37963.5105249392,18404.356835459825,7805286964.012606,768809,0.2882132132280678,205599.71551854018,5304378820.94383,-55.826784466602206
China,2008,Geothermal,17852.387899063135,82707.94427277856,4516850463.688646,149749,0.0765743451025331,253010.99714093056,6333306667.464822,-8.860181072049292
Russia,2018,Wind,29557.773568705947,25673.717478917883,4721157855.225472,415887,0.4728913617671704,159726.4369135015,12140879220.231081,67.15330720017448
Australia,2022,Geothermal,44041.86063342207,53290.46752545107,6692235992.992354,758112,0.3034400155374545,151951.70905004442,16170460293.921087,57.059601634713516
Japan,2009,Biomass,31762.948574072816,45112.277968448514,6129636954.290557,417654,0.0716353710524297,192980.72847348952,3231634771.2901587,-65.7310438284885
Australia,2011,Hydro,15249.95248122449,60804.973955492824,3407586690.0014567,711151,0.0518194172239525,223449.00380488567,3150878314.6912484,-39.89673364558083
France,2010,Wind,43241.43142815585,23767.621066159,6887228058.664913,835546,0.1906757902104565,159273.8221468872,4531909928.21256,-57.228925363781336
China,2018,Geothermal,227.44125155991276,63526.28435220104,1636998591.1126993,452382,0.2137906611357816,7197456.837250475,13581326331.156717,439.27121032226415
USA,2006,Geothermal,29658.08552696645,44633.39593048801,6791892021.547735,885517,0.4609879394315754,229006.4210440099,20575457219.82933,96.91195252308191
Germany,2017,Wind,15557.617807896988,1910.104521650566,5002772250.245889,666646,0.207583367858724,321564.1566735558,396505929.5664015,-94.84827928743923
Russia,2010,Solar,46795.66897590047,1069.3333820474056,1723469476.474944,312887,0.2046864156023195,36829.67920305877,218878017.05518916,-91.74509830154562
China,2010,Geothermal,14228.977594187949,99917.75179389903,9365603833.238668,993072,0.4257873586055514,658206.3799906606,42543715614.129364,195.26569393253322
Brazil,2011,Geothermal,30365.20012522496,29395.6985140929,3917725583.607281,168522,0.0519381702002776,129020.24578961199,1526758792.5810044,-74.66914938274218
France,2002,Solar,24507.441152181644,10225.070571793489,6904155666.175209,243627,0.070341599829187,281716.70894986944,719247822.3862939,-93.22855527662102
India,2015,Wind,16225.365897149975,75544.8059616818,1341393501.599349,974479,0.3541841372754119,82672.61953303426,26756771925.176666,1196.5547939980618
Brazil,2022,Wind,10680.147813737936,27852.89893125703,292426600.0655039,115467,0.4429252346547132,27380.388845307352,12336751794.94103,2642.1885235185273
Brazil,2005,Biomass,35027.94689074888,44935.55451795106,3049851131.2032065,232704,0.1191246952489141,87069.08060342792,5352934237.791884,14.084494779653484
Brazil,2016,Biomass,27829.271212061452,68441.04900364892,8746849605.36172,46485,0.4930214917760771,314303.940577889,33742908078.498585,150.75188485668562
France,2010,Biomass,42190.50630302729,46258.18786854551,7838325391.970949,204923,0.2452690962594083,185784.10355337517,11345703933.116081,-5.914756178920504
USA,2009,Biomass,27637.37573363902,99012.90981571971,9674987037.446089,203549,0.4156814698322967,350068.9475980208,41157831884.57101,176.51293610449164
France,2018,Solar,42250.602246178045,71636.91777186426,5896006072.173413,437003,0.2629254561993894,139548.45040597644,18835169285.885555,107.64666599660728
Canada,2004,Wind,29657.237878678898,14894.926413131165,3656795729.7642474,471450,0.3537998685908775,123301.96577049345,5269823007.636597,-6.328239034980999
France,2011,Wind,18485.97918247395,99702.81340711108,4491184691.846212,35903,0.0745053798080444,242950.86819659415,7428395980.827393,7.509659896728693
Germany,2006,Geothermal,5374.469109603709,29425.934257135475,6213168549.370051,915128,0.2887161752313248,1156052.51842785,8495743191.328569,-11.120501069885423
India,2019,Wind,42258.684121388345,40114.20502317832,8983579591.077293,991149,0.2887977927084768,212585.40765897732,11584893866.94919,-16.178390393556153
Russia,2007,Hydro,49951.72758039958,84536.44239935845,6027057533.57706,662223,0.4471742020138594,120657.63939547908,37802516171.023705,307.68874984643026
Australia,2022,Geothermal,424.6644911651327,79039.48773244672,919814863.702696,996590,0.3349527668151186,2165980.1627846058,26474495103.632652,1770.8571144511702
Russia,2005,Wind,1561.4074281390342,33526.85836845374,3860627150.8992863,146769,0.4790640994484073,2472530.283463926,16061514211.617586,170.4219762615399
India,2002,Geothermal,5382.553724533405,56811.331841206105,4272846256.447024,138086,0.3093720327652013,793832.53286848,17575837215.81234,167.36965255982793
Canada,2001,Biomass,12690.144298781554,56026.06336727106,1168949675.2207398,337603,0.3547503742532621,92114.7662074242,19875266947.476387,1005.1736263513734
USA,2015,Biomass,44671.57652698529,57644.84535035875,2829079863.1860576,781131,0.2842292926530836,63330.64743029746,16384353619.028866,276.4414709867936
Brazil,2013,Wind,49354.73928426777,80452.6071312026,4651722228.722902,141078,0.380074489638302,94250.77097318751,30577983595.462643,327.27592835025
Canada,2015,Hydro,5266.059513372677,79684.38270175002,3225647272.139361,224205,0.3915380965798939,612535.2863840836,31199471530.187023,528.7003749536259
Russia,2013,Hydro,6136.523566095287,43390.65942838932,8804003873.800093,782523,0.2385268229765336,1434689.165449118,10349836140.310478,-23.58711345843547
Canada,2008,Wind,43286.43713939194,52083.375163005374,5076512441.322191,425046,0.3842649465444244,117277.20682981354,20013815372.865463,156.25821157200448
India,2008,Biomass,22708.459220627738,75510.63153781246,6814774511.986267,340881,0.4154860978106607,300098.4983514828,31373617640.864307,199.24469886264805
France,2009,Wind,28113.88465581766,33548.34724177786,7603906366.593865,826173,0.1445513468082833,270468.00752312166,4849458776.990946,-58.54567306493406
China,2016,Solar,33818.3544932965,17255.053097551154,279530558.00435853,124284,0.4424206112656654,8265.646338876933,7633991138.840095,1675.1526973193002
Brazil,2011,Geothermal,17820.32513270231,29629.589436179547,6459795591.779917,136143,0.0616285149272823,362495.9445843927,1826027594.856837,-81.62607593702661
China,2019,Geothermal,45156.00956337207,24142.425888855218,2004960227.2206209,779050,0.2094378056500958,44400.73971564857,5056336701.2319,63.92439167518127
France,2019,Geothermal,38335.62156820401,18633.1381059334,4480026576.779267,200556,0.2217738828519116,116863.28259498082,4132343387.4687643,-40.04448063373534
India,2009,Solar,23870.500627459183,66912.27563949679,5854195906.454627,211424,0.3333453725029801,245248.1411185953,22304897448.070137,147.65456388742322
Japan,2011,Geothermal,34040.760867567216,49268.21068480196,4035814010.298704,982344,0.3247614308346395,118558.27858841661,16000414596.658758,157.6994247328666
India,2010,Solar,31567.555265050494,86285.1094205569,9391920648.505058,231895,0.4679560952603733,297518.1501908439,40377642883.55785,179.44729152380754
Canada,2021,Hydro,14533.164353274024,9894.218210689996,2052622332.8108904,888071,0.1960579113836492,141237.1237891132,1939839757.1619473,-38.57146431664431
India,2018,Geothermal,17733.508011310227,40691.973195379454,847551987.5739316,586607,0.2088282303248953,47793.81423198234,8497632750.819166,551.6958686915531
USA,2011,Solar,44782.136241528766,91887.83388169607,7979854118.902667,444958,0.4610133212756085,178192.79714268164,42361515482.62209,245.05624605943015
Germany,2021,Hydro,23082.422355976803,19550.5220484778,2285817078.326078,270499,0.0744311441034384,99028.47470140863,1455167723.887701,-58.62052875990996
Australia,2004,Geothermal,24844.40630337264,85082.23038984436,3262353357.3777514,576981,0.1561500297591164,131311.38323618888,13285592807.346197,164.70570103160958
Brazil,2018,Solar,47469.50397381204,96473.20602404978,5335038444.950366,946379,0.2923449515732562,112388.75484971568,28203454743.2176,243.6197465538974
USA,2005,Geothermal,35178.994744693315,22543.942012969543,9587065155.478424,36397,0.0961464350786656,272522.43064519676,2167519657.167178,-85.30428494737441
USA,2018,Biomass,25111.218301838195,65088.78961666796,5580538294.397505,18578,0.1921658452872896,222232.87724709866,12507842275.413557,45.68661749317083
China,2019,Biomass,10499.760393008784,79169.01336768817,3766095869.172027,288880,0.0863806079335198,358683.98212969356,6838667504.19786,18.030290044259225
Russia,2008,Geothermal,3095.924489967937,15047.356002045,14263450.508318644,367860,0.1185626267011557,4607.170024507402,1784054052.5098557,8030.116436097218
Australia,2001,Hydro,35982.0379726409,86644.62577361181,9217238165.090174,743607,0.1292412821566813,256162.20437815503,11198062526.967424,-21.031218764676275
Germany,2004,Solar,6159.854745672202,69797.11012953965,113663683.34658162,485522,0.4806403741734937,18452.33175773172,33547309128.890484,19084.448622247306
Japan,2010,Wind,12460.05660448029,51670.72372492457,3683965042.814183,259763,0.213855362057373,295661.98290700634,11050061329.960238,94.9676443994541
USA,2007,Wind,8259.017471064662,20038.802218785728,9419181796.91643,366666,0.1220389535224871,1140472.4387515082,2445514452.624703,-83.12396523946018
Japan,2008,Biomass,16424.018577094223,70466.98681832064,6115356855.197104,791908,0.4987479405227832,372342.3001801699,35145264550.48353,273.5582812048013
USA,2016,Biomass,9004.177384932076,61517.59864852325,1671704996.7513597,713579,0.2727813327045106,185658.82537463697,16780852544.125374,552.4808010311775
Canada,2023,Geothermal,10393.307753777006,77626.96173368546,4991930086.386562,768384,0.4338412215043314,480302.3449943025,33677775900.212086,338.51884854788625
France,2018,Hydro,43735.85471885028,39683.68704327156,5865320282.201008,821708,0.3406455831444804,134107.82343012124,13518072714.1783,49.80848174447176
Australia,2011,Solar,31003.98532711405,83460.61550093936,3129401155.38849,798692,0.4653139135948556,100935.44821322443,38835385629.77756,706.639973781875
Russia,2006,Biomass,1120.457246047216,71808.51926466223,6581890044.154117,273337,0.1949042310655356,5874289.329087668,13995784231.23369,38.21652578930388
Japan,2020,Biomass,45992.517122052144,75925.15828123043,1998962655.4435053,697104,0.378082578931014,43462.7800461275,28705979648.71303,833.4284820605449
France,2006,Wind,43880.02878116331,71351.0512131243,507867331.68018943,722981,0.4944256790002377,11573.997232613603,35277791943.42972,4415.069848530637
France,2014,Wind,2219.1731292248996,27027.16335497689,4412845487.765062,241186,0.2134248551416664,1988508.886328466,5768268423.926097,-15.034993045929696
India,2019,Hydro,5394.769414441475,32789.08188927536,5887616773.526682,427657,0.0529482551135606,1091356.519847889,1736124672.8127813,-80.83297400736991
China,2012,Hydro,17856.670543695796,24434.25217873447,2577298063.621841,514485,0.2266953735508932,144332.5090931771,5539131925.094936,39.69807381347528
Brazil,2014,Geothermal,26085.632754265353,45150.50091041741,8511765369.384261,496968,0.478437244629451,326300.8971094432,21601681249.219624,64.96099460749686
India,2015,Wind,17109.58229947163,43721.63357972405,9701698368.014692,456802,0.3420923743667347,567033.0343666131,14956837442.480158,0.20868479754182706
Germany,2008,Solar,36036.65093257436,18883.387646458457,9629960865.32673,78941,0.1192739186650954,267226.85421974066,2252295642.2651534,-84.79752734257163
Russia,2003,Solar,2901.544579844936,39653.15033986265,1004534807.22383,771172,0.4204137225436423,346206.9182743745,16670728544.964354,978.705633324298
Brazil,2009,Hydro,42998.401591407994,1597.4280346082396,2312079745.5260077,304528,0.46165514617469,53771.29520991336,737460872.8206147,-79.26760232812188
China,2003,Wind,26981.335034804728,6329.804903060768,8243387269.342944,205205,0.4363378049258432,305521.84533157235,2761933177.010375,-78.22185824347619
France,2014,Geothermal,17351.82181681488,32175.274727299297,315611977.9071293,114463,0.492295744926557,18188.982185218367,15839750840.092428,3162.182289256997
China,2010,Biomass,29218.648621024153,59368.73265094277,3633148264.6106696,432436,0.1241462195429083,124343.47364020297,7370403717.66817,31.862562922344463
USA,2022,Wind,21079.96145770103,10111.750376273852,1797897110.231278,677619,0.4191781816370772,85289.39266985528,4238625135.8945045,53.240489828531764
Germany,2014,Wind,29593.185730802434,76600.80728529624,6135244450.102783,35494,0.2545168573069873,207319.49935747668,19496196737.431774,106.55294149067447
Japan,2005,Solar,30736.037968125147,76377.88212680802,3589197859.2335687,666058,0.1912348715538435,116774.90322453894,14606114478.07473,164.51521434864281
USA,2008,Solar,1821.7838012621803,53086.213675594416,6434549192.719452,369804,0.2346786239668753,3532004.834087022,12458199577.000015,25.849216200142234
Russia,2021,Biomass,760.9685739867442,17410.647803639415,1472953377.056189,977534,0.4912885965895265,1935629.7058882846,8553652725.16453,277.4643758561308
Germany,2017,Hydro,16805.543266281555,18036.573880782427,9262047354.122946,623523,0.2102819213274351,551130.4935143756,3792765409.815161,-73.38280164069295
China,2011,Geothermal,38529.91722963814,1058.7552074533808,3329696196.8657436,727316,0.2819182119306121,86418.46223081065,298482374.9574814,-94.17323586743474
India,2010,Wind,29364.83672179274,86181.49560212083,8061894489.663759,348070,0.4705204586752705,274542.4592700264,40550156840.0307,226.94054703659697
USA,2018,Geothermal,4279.231787538821,80884.22738364275,3577858371.4484777,591815,0.340773834458432,836098.2879841303,27563228312.731647,400.7492344092515
France,2006,Biomass,21182.02207644461,82503.948525259,878091309.4405524,849945,0.4278800427036672,41454.555484437464,35301793018.20898,2513.1867170460037
Canada,2014,Biomass,9253.909635465849,53937.98603151273,4959577411.914384,770398,0.4255369547771708,535944.0071585176,22952606322.6635,200.8158330968063
France,2010,Geothermal,20834.60973198282,74090.08915650165,8747667898.445366,353273,0.1944497584047385,419862.3353629219,14406799936.66728,7.050474109767882
USA,2021,Solar,9084.07564408678,66040.22328763377,7040631598.991755,927083,0.4740398280491495,775052.0663678981,31305696091.59735,189.01813954379162
Japan,2006,Hydro,44367.148242138755,58529.04213208219,8122695087.609682,466853,0.3434689521959021,183079.04405482972,20102908774.136078,60.86890572958499
Japan,2007,Geothermal,45400.86334005002,51327.2457322063,7896542038.918634,83732,0.2038475699958633,173929.33653648742,10462934317.090797,-13.874867345854769
Russia,2004,Biomass,48000.39755052756,4181.008630746699,5999613382.406216,142624,0.3319739365580895,124990.910254248,1387985893.9323292,-84.96251718982965
India,2010,Geothermal,48032.101740008075,26062.07571733581,254296339.07090548,861838,0.4924628708995545,5294.2996425053525,12834604629.36076,3180.6186040918014
Brazil,2016,Wind,35888.94587856479,20002.304299138697,3311385165.1096277,413031,0.068918494613776,92267.55158299042,1378528701.1032987,-72.9405185129686
Australia,2023,Wind,42701.9848497778,28351.902857460707,1777959771.6571493,323649,0.4652847841798878,41636.466733616035,13191709002.12275,382.2724894044038
Germany,2008,Wind,15364.231115983132,78400.6624798473,6177413635.34551,52684,0.0588615136421124,402064.6128473854,4614781664.108182,-51.442330743284494
India,2010,Solar,4636.794565277973,73922.7420194353,7952893021.202405,252087,0.1487964761268468,1715170.4500252395,10999443518.12596,-10.100157669404767
Brazil,2016,Hydro,17326.153725547003,58812.68273853203,9390058424.99545,582736,0.33847877868103,541958.623577836,19906845024.293217,37.79945427546009
